name_auction	link	serial_number	sold_price	sold_date	location
1988 RENAULT G260	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234085&LP=TRK	VIN #VF6BA02A000005472	4.500	20-3-2013 8:41:	Frankrijk
1986 RENAULT G260	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5496558&LP=TRK	VIN #VF6BA02A000003171	2.500	26-9-2014 4:31:	Nederland
1983 RENAULT G260	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4237747&LP=TRK	VIN #VFJP2F20000000616	2.750	22-3-2013 11:47:	Nederland
1998 RENAULT G260-19	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803939&LP=TRK	VIN #VF6BA02A000005801	14.500	3-12-2013 7:34:	Frankrijk
1988 RENAULT G260-19	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4427607&LP=TRK	Stk #VF6BA02A000006468	13.000	18-6-2013 7:28:	Frankrijk
1994 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803937&LP=TRK	VIN #VF6BA02A000020293	12.500	3-12-2013 7:34:	Frankrijk
1994 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662686&LP=TRK	VIN #VF6BA02A000020165	5.000	8-10-2013 5:25:	Frankrijk
1994 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5125853&LP=TRK	VIN #VF6BA02A000020531	3.500	24-4-2014 4:58:	Frankrijk
1992 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803941&LP=TRK	VIN #VF6BA02A000016926	13.500	3-12-2013 7:34:	Frankrijk
1989 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803935&LP=TRK	VIN #VF6BC02A100000216	9.000	3-12-2013 7:34:	Frankrijk
1988 RENAULT G270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803943&LP=TRK	VIN #VF6BA02A000006073	12.000	3-12-2013 7:34:	Frankrijk
1994 RENAULT G270.20	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413081&LP=TRK	VIN #VSYBA02A000001923	2.750	10-6-2013 10:32:	Spanje
1991 RENAULT G280	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307223&LP=TRK		18.000	26-4-2013 6:04:	Frankrijk
1990 RENAULT G280	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662684&LP=TRK	VIN #VF6BA02A000011119	3.000	8-10-2013 5:25:	Frankrijk
1992 RENAULT G280-19	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307101&LP=TRK		7.000	26-4-2013 6:03:	Frankrijk
1991 RENAULT G290	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307231&LP=TRK		5.000	26-4-2013 6:04:	Frankrijk
1990 RENAULT G290	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4427617&LP=TRK	Stk #VF6BG06A1BPC13646	4.000	18-6-2013 7:28:	Frankrijk
1989 RENAULT G290	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4026081&LP=TRK	VIN #VF6BG06A1BPC11027	2.000	6-12-2012 7:53:	Frankrijk
1988 RENAULT G290	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297449&LP=TRK	VIN #VF6BG02B000002954	5.000	4-7-2014 3:31:	Nederland
1997 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028159&LP=TRK	VIN #VF6BC02A200001104	12.500	7-12-2012 6:00:	Frankrijk
1997 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808273&LP=TRK	VIN #VF6BB02E000000062	10.000	10-12-2013 10:16:	Spanje
1996 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4663402&LP=TRK	VIN #VF6BA02E000000120	7.000	8-10-2013 9:01:	Frankrijk
1996 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808257&LP=TRK	VIN #VF6BA02A000024672	6.500	3-12-2013 3:12:	Frankrijk
1995 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4427601&LP=TRK	Stk #VF6BA02A000023564	22.000	18-6-2013 6:18:	Frankrijk
1995 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5125837&LP=TRK	VIN #VF6BA02A000023074	17.500	24-4-2014 4:58:	Frankrijk
1995 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4663152&LP=TRK	VIN #VF6BD02E200000713	14.500	8-10-2013 7:42:	Frankrijk
1995 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307097&LP=TRK		7.000	26-4-2013 6:03:	Frankrijk
1994 RENAULT G300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5007945&LP=TRK	VIN #VF6BD02E20000430	13.500	13-3-2014 5:04:	Spanje
1996 RENAULT G300-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307045&LP=TRK		13.000	26-4-2013 6:03:	Frankrijk
1993 RENAULT G330	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808251&LP=TRK	VIN #VSYBC02E100001392	8.500	10-12-2013 10:16:	Spanje
1900 RENAULT G330	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4427609&LP=TRK	Stk #VF6BA02A000014792	14.000	18-6-2013 7:28:	Frankrijk
1996 RENAULT G340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307031&LP=TRK		10.000	26-4-2013 6:03:	Frankrijk
1996 RENAULT G340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3958041&LP=TRK	VIN #VF6BG06A1BPC25849	3.500	1-11-2012 3:11:	Spanje
1995 RENAULT G340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4240457&LP=TRK	VIN #VSYBC02B100002536	6.500	22-3-2013 6:57:	Spanje
1993 RENAULT G340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4014673&LP=TRK	VIN #VF6BF02E100000037	11.000	6-12-2012 9:56:	Frankrijk
1996 RENAULT G340TI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417311&LP=TRK	VIN #VF6BD02E400000237	7.500	11-6-2013 7:48:	Spanje
1995 RENAULT G340TI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4621597&LP=TRK	VIN #VF6BE02E100000039	15.000	20-9-2013 7:56:	Spanje
1994 RENAULT G340TI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4621593&LP=TRK	VIN #VF6BE02E100000014	15.000	20-9-2013 7:56:	Spanje
1994 RENAULT G340TI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5125841&LP=TRK	VIN #VF6BA02A000019799	3.750	24-4-2014 4:58:	Frankrijk
1995 RENAULT G340TI-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808263&LP=TRK	VIN #VSYBC02B100002233	4.000	10-12-2013 10:16:	Spanje
1980 RENAULT JP2C18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5021985&LP=TRK	VIN #005888	4.000	14-3-2014 8:59:	Italie
1980 RENAULT JP2C18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5169305&LP=TRK	VIN #005888	2.250	13-5-2014 6:23:	Italie
1999 RENAULT KERAX 255	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4619463&LP=TRK	VIN #VF633FVC0A0000202	18.500	25-9-2013 7:36:	Finland
2003 RENAULT KERAX 260DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234055&LP=TRK	VIN #VF633AVB000101668	11.000	20-3-2013 8:34:	Frankrijk
1998 RENAULT KERAX 260.18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163115&LP=TRK	VIN #VF633AXB0P0000130	6.000	9-5-2014 2:36:	Nederland
2004 RENAULT KERAX 270.18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003471&LP=TRK	VIN #VF633AVB000102660	9.000	4-12-2012 3:45:	Spanje
2005 RENAULT KERAX 270DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233983&LP=TRK	VIN #VF633DVA000100205	18.500	20-3-2013 8:11:	Frankrijk
2005 RENAULT KERAX 270DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465969&LP=TRK		8.000	18-9-2014 6:40:	Spanje
2004 RENAULT KERAX 270DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808237&LP=TRK		13.000	3-12-2013 3:12:	Frankrijk
2003 RENAULT KERAX 270DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4237763&LP=TRK	VIN #VF633AVB000101962	12.000	22-3-2013 11:47:	Nederland
2003 RENAULT KERAX 270DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465973&LP=TRK		6.000	18-9-2014 6:40:	Spanje
2002 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413571&LP=TRK	VIN #VF633FXA000100046	34.000	10-6-2013 8:57:	Spanje
2001 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5258323&LP=TRK	VIN #VF633AXB000101877	15.000	23-6-2014 5:15:	Frankrijk
2001 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4004041&LP=TRK	VIN #VF633DXB000101327	8.500	4-12-2012 5:29:	Spanje
2000 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5258325&LP=TRK	VIN #VF633AXB000100741	13.000	23-6-2014 5:15:	Frankrijk
2000 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5496680&LP=TRK	VIN #VF633AXB000100884	8.500	26-9-2014 4:35:	Nederland
2000 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5496730&LP=TRK	VIN #VF633AXB000100093	8.500	26-9-2014 4:35:	Nederland
1999 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233831&LP=TRK	VIN #VF633AXB0P0001629	10.500	20-3-2013 6:38:	Frankrijk
1997 RENAULT KERAX 300	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417299&LP=TRK	VIN #VF633DXB0H0000070	5.500	11-6-2013 7:44:	Spanje
2000 RENAULT KERAX 300.26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407617&LP=TRK	Stk #VF633DXB000101139	26.000	10-6-2013 9:50:	Spanje
1998 RENAULT KERAX 300.26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417313&LP=TRK	VIN #VF633DXB0H0000834	16.000	11-6-2013 7:49:	Spanje
2006 RENAULT KERAX 300DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233807&LP=TRK	VIN #VF633AVB000103706	24.000	20-3-2013 6:22:	Frankrijk
2000 RENAULT KERAX 300DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234061&LP=TRK	VIN #VF633AXB000100909	9.500	20-3-2013 8:35:	Frankrijk
2000 RENAULT KERAX 300DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234069&LP=TRK	VIN #VF633AXB000100884	9.500	20-3-2013 8:38:	Frankrijk
2000 RENAULT KERAX 300DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234079&LP=TRK	VIN #VF633AXB000100093	9.500	20-3-2013 8:39:	Frankrijk
2006 RENAULT KERAX 320	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4008757&LP=TRK	VIN #VF622CVA000110854	23.000	4-12-2012 3:23:	Spanje
2005 RENAULT KERAX 320	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084385&LP=TRK		12.115	11-4-2014 3:11:	Groot-Brittannie
2004 RENAULT KERAX 320	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413725&LP=TRK	VIN #VF633DVB000104974	40.000	10-6-2013 9:29:	Spanje
2005 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5525945&LP=TRK		17.500	8-10-2014 6:55:	Frankrijk
2003 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233799&LP=TRK	VIN #VF633DVB000104236	23.000	20-3-2013 6:20:	Frankrijk
2003 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5228871&LP=TRK	VIN #VF633DVB000104153	13.000	5-6-2014 8:56:	Spanje
2003 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5007803&LP=TRK	VIN #VF633DVB000104153	8.000	13-3-2014 5:04:	Spanje
2002 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5525951&LP=TRK		17.500	8-10-2014 6:55:	Frankrijk
2002 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584549&LP=TRK	VIN #101752	8.138	2-9-2013 10:45:	Groot-Brittannie
2001 RENAULT KERAX 320DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5525973&LP=TRK		11.000	8-10-2014 6:55:	Frankrijk
2003 RENAULT KERAX 320.26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163665&LP=TRK	VIN #VF633DVB000103002	10.000	9-5-2014 5:06:	Nederland
2001 RENAULT KERAX 340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236759&LP=TRK	VIN #VF622CXA000100652	12.000	21-3-2013 8:33:	Spanje
1999 RENAULT KERAX 340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930575&LP=TRK		5.461	7-2-2014 3:43:	Groot-Brittannie
2002 RENAULT KERAX 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4794041&LP=TRK	VIN #VF633DVC02E101891	20.207	25-11-2013 5:18:	Verenigde Arabische Emirate
2002 RENAULT KERAX 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4794043&LP=TRK	VIN #VF633DVC02E101788	20.207	25-11-2013 5:19:	Verenigde Arabische Emirate
2002 RENAULT KERAX 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4627485&LP=TRK	VIN #VF633DVC02E101811	17.679	24-9-2013 7:50:	Verenigde Arabische Emirate
2001 RENAULT KERAX 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4794045&LP=TRK	VIN #VF633DVC02E101407	17.213	25-11-2013 5:21:	Verenigde Arabische Emirate
2001 RENAULT KERAX 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4794049&LP=TRK		15.716	25-11-2013 5:22:	Verenigde Arabische Emirate
2008 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4009287&LP=TRK	VIN #VF624DPD000000452	44.000	4-12-2012 3:43:	Spanje
2007 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236575&LP=TRK	VIN #VF634DPA00002365	46.000	21-3-2013 6:33:	Spanje
2005 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465411&LP=TRK	Stk #VF633DVB000105754	42.000	18-9-2014 9:15:	Spanje
2005 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236601&LP=TRK	VIN #VF622CVA000109290	32.000	21-3-2013 6:55:	Spanje
2005 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4221979&LP=TRK		28.000	15-3-2013 5:15:	Spanje
2005 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4014659&LP=TRK	VIN #VF633FVB000103391	25.000	6-12-2012 9:56:	Frankrijk
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011803&LP=TRK	VIN #VF633FVB000102765	21.000	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011799&LP=TRK	VIN #VF633FVB000102707	17.500	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5007799&LP=TRK	VIN #VF633DVB000105563	16.000	13-3-2014 5:04:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5007797&LP=TRK	VIN #VF633DVB000105408	15.000	13-3-2014 5:04:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4240469&LP=TRK	VIN #VF633FVB000103068	15.000	22-3-2013 7:10:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011809&LP=TRK	VIN #VF633FVB000102825	14.000	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011815&LP=TRK	VIN #VF633FVB000102797	14.000	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011793&LP=TRK	VIN #VF633FVB000102821	14.000	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011817&LP=TRK	VIN #VF633FVB000102815	12.500	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214793&LP=TRK	VIN #VF633FVC000101940	10.796	2-6-2014 3:39:	Groot-Brittannie
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214795&LP=TRK	VIN #VF633FVC000101391	10.796	2-6-2014 3:39:	Groot-Brittannie
2004 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214803&LP=TRK	VIN #VE633FVA000100229	5.860	2-6-2014 3:40:	Groot-Brittannie
2003 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5007801&LP=TRK	VIN #VF633DVB000104062	11.500	13-3-2014 5:04:	Spanje
2002 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3940747&LP=TRK	VIN #VF633DV800010130	18.500	31-10-2012 10:42:	Spanje
2002 RENAULT KERAX 370	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4009315&LP=TRK	VIN #VF633DVB000103113	13.500	4-12-2012 3:43:	Spanje
2004 RENAULT KERAX 370.26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407619&LP=TRK	Stk #VF633DVB000105347	26.000	10-6-2013 9:50:	Spanje
2002 RENAULT KERAX 370.26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5231959&LP=TRK	VIN #VF633DVB000101818	25.000	6-6-2014 4:44:	Spanje
2006 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011773&LP=TRK	VIN #VF633FVB000104201	21.000	13-3-2014 5:01:	Spanje
2006 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011765&LP=TRK	VIN #VF633FVB000104560	20.500	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011783&LP=TRK	VIN #VF633FVB000103273	16.500	13-3-2014 5:01:	Spanje
2004 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011789&LP=TRK	VIN #VF633FVB000102824	16.000	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011825&LP=TRK	VIN #VF633FVB000101804	12.500	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011839&LP=TRK	VIN #VF633FVB000102492	12.500	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011843&LP=TRK	VIN #VF633FVB000101832	11.500	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011829&LP=TRK	VIN #VF633FVB000102004	11.500	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011831&LP=TRK	VIN #VF633FVB000102175	11.500	13-3-2014 5:01:	Spanje
2003 RENAULT KERAX 370.32	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163661&LP=TRK	VIN #VF633FVB000101751	11.000	9-5-2014 5:06:	Nederland
2007 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4713349&LP=TRK		17.097	29-10-2013 6:24:	Groot-Brittannie
2006 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932691&LP=TRK		18.811	7-2-2014 3:30:	Groot-Brittannie
2005 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932693&LP=TRK	VIN #101963	18.204	7-2-2014 3:30:	Groot-Brittannie
2005 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233975&LP=TRK	VIN #VF633DVA000100209	18.500	20-3-2013 8:10:	Frankrijk
2004 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297425&LP=TRK	VIN #VF633FVC000101800	25.000	4-7-2014 3:21:	Nederland
2004 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297431&LP=TRK	VIN #VF633FVC000101799	25.000	4-7-2014 3:21:	Nederland
2004 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148415&LP=TRK	VIN #HJZ8220	4.965	6-2-2013 10:09:	Groot-Brittannie
2003 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4809027&LP=TRK	VIN #VF633DVC000103086	21.000	10-12-2013 10:35:	Spanje
2003 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5228815&LP=TRK	VIN #VF633FVB000102175	14.000	5-6-2014 8:45:	Spanje
2003 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5228823&LP=TRK	VIN #VF633FVB000101832	12.000	5-6-2014 8:46:	Spanje
2003 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393609&LP=TRK	VIN #VF633FVA000100152	8.184	31-5-2013 8:23:	Groot-Brittannie
1999 RENAULT KERAX 370DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932697&LP=TRK	VIN #99D63786	7.281	7-2-2014 3:30:	Groot-Brittannie
2006 RENAULT KERAX 370DXI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4809013&LP=TRK	VIN #VF634DPA000000296	33.000	10-12-2013 10:35:	Spanje
2001 RENAULT KERAX 380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5262133&LP=TRK	VIN #VF633DVC01E100915	22.745	18-6-2014 2:49:	Verenigde Arabische Emirate
2001 RENAULT KERAX 380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5262137&LP=TRK	VIN #VF633DVC01E100848	22.745	18-6-2014 2:51:	Verenigde Arabische Emirate
2001 RENAULT KERAX 380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5262125&LP=TRK	VIN #VF633DVC01E00919	22.011	18-6-2014 2:38:	Verenigde Arabische Emirate
2001 RENAULT KERAX 385	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424739&LP=TRK	Stk #VF633DVA000100010	47.500	18-6-2013 2:55:	Frankrijk
1999 RENAULT KERAX 385	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5018051&LP=TRK	VIN #VF633DVC0G0000331	18.000	14-3-2014 8:18:	Italie
1999 RENAULT KERAX 385	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417301&LP=TRK	Stk #VF633GVB090001175	9.000	14-6-2013 3:09:	Nederland
1998 RENAULT KERAX 385	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307093&LP=TRK		11.500	26-4-2013 6:03:	Frankrijk
1998 RENAULT KERAX 385.34	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011681&LP=TRK	VIN #VF633DVC0G0000180	16.500	13-3-2014 5:01:	Spanje
2000 RENAULT KERAX 400	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4014665&LP=TRK	VIN #VF633FVC00010050	20.000	6-12-2012 9:56:	Frankrijk
2008 RENAULT KERAX 410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4624555&LP=TRK	Stk #VF634DPA000001786	37.000	23-9-2013 1:48:	Spanje
2000 RENAULT KERAX 400.34	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4408185&LP=TRK		37.000	10-6-2013 10:05:	Spanje
2007 RENAULT KERAX 410DCI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5018291&LP=TRK	VIN #VF634DPA000000125	25.000	13-3-2014 5:01:	Spanje
2007 RENAULT KERAX 410DXI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003843&LP=TRK	VIN #VF634DPA000000125	19.000	4-12-2012 4:33:	Spanje
2007 RENAULT KERAX 410DXI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003849&LP=TRK	VIN #VF634DPA000000123	19.000	4-12-2012 4:33:	Spanje
2006 RENAULT KERAX 410DXI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4809003&LP=TRK	VIN #VF634DPA000000180	33.000	10-12-2013 10:35:	Spanje
2006 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4237625&LP=TRK	VIN #VF633KVC000104322	38.000	21-3-2013 10:33:	Spanje
2006 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803495&LP=TRK	VIN #VF633BVB000101115	33.000	3-12-2013 2:55:	Frankrijk
2006 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407599&LP=TRK	Stk #VF633DVC000106939	30.000	10-6-2013 9:34:	Spanje
2006 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236577&LP=TRK	VIN #VF633DVC000106939	28.000	21-3-2013 6:38:	Spanje
2004 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803497&LP=TRK	VIN #VF633KVC000102727	29.000	3-12-2013 2:55:	Frankrijk
2003 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4307029&LP=TRK		20.000	26-4-2013 6:03:	Frankrijk
2003 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4345395&LP=TRK	VIN #VF633FVC000100809	19.000	9-5-2013 7:25:	Italie
2002 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482873&LP=TRK	VIN #VF633AVB000101081	32.000	11-7-2013 9:56:	Italie
2002 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482263&LP=TRK	VIN #VF633FVC000100549	24.000	11-7-2013 9:48:	Italie
2002 RENAULT KERAX 420	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297399&LP=TRK	VIN #VF633FVB000100839	12.000	4-7-2014 3:11:	Nederland
